train_number,day_of_week,month,scheduled_hour,prev_station_delay,distance_from_origin,is_express,delay_minutes
66304,1,11,8,25.3,532.5,0,17.8
66304,0,8,21,65.0,27.9,0,59.8
12625,4,4,11,4.2,644.3,1,14.9
16346,4,7,10,21.3,122.9,1,21.6
16329,1,8,21,9.2,490.2,1,6.7
16346,0,12,13,0.0,789.2,1,4.7
12602,2,11,7,6.3,273.7,1,14.2
12625,0,8,13,33.1,621.1,1,48.1
16526,5,12,16,12.2,778.6,1,29.2
56361,5,2,23,15.3,457.9,0,15.7
66302,5,12,7,7.5,528.3,0,21.7
16525,1,8,18,35.3,83.3,1,37.3
16526,4,12,18,0.0,527.6,1,0.5
16329,3,6,21,2.8,678.5,1,1.7
12626,3,12,7,31.9,537.8,1,32.3
12625,0,12,23,3.8,373.1,1,16.4
12626,2,8,22,7.1,442.0,1,15.2
66303,3,3,17,29.7,660.5,0,26.9
16346,1,7,14,5.8,376.6,1,10.2
66301,2,9,22,20.2,422.8,0,12.1
16526,3,11,4,3.9,273.2,1,1.4
16604,3,5,19,0.3,575.3,1,1.0
16604,4,2,11,7.6,517.4,1,6.0
56362,0,4,7,4.5,313.0,0,4.3
12601,6,12,19,9.3,372.9,1,1.9
16604,1,1,17,33.1,799.0,1,36.7
12431,0,8,22,52.3,573.1,1,47.9
12082,1,11,6,8.1,767.3,1,9.0
12602,5,7,8,0.8,425.9,1,4.7
16334,4,6,6,17.4,112.3,1,27.1
16604,0,10,13,7.0,681.2,1,13.0
12625,1,12,19,7.9,295.8,1,6.0
12082,6,4,15,15.3,671.3,1,6.5
12082,5,9,17,19.4,796.9,1,32.4
16336,6,1,13,7.0,575.7,1,6.3
16650,5,9,23,12.2,447.3,1,14.4
16526,5,4,22,9.6,527.8,1,5.6
12431,4,5,20,5.1,45.6,1,7.8
16334,3,1,18,8.8,511.7,1,9.8
16525,5,2,18,28.9,665.0,1,29.7
16629,0,1,17,22.2,612.3,1,11.8
16346,6,7,23,23.3,136.9,1,30.2
12601,1,11,8,52.5,14.5,1,45.0
16629,5,4,6,2.3,30.8,1,0.4
12626,6,1,11,9.3,227.7,1,0.7
12431,4,1,11,6.5,115.7,1,5.7
66302,6,8,5,8.6,432.0,0,9.4
12602,4,1,4,3.8,191.6,1,2.0
12082,4,9,21,3.6,103.9,1,10.1
16650,3,11,7,0.5,376.5,1,2.3
66302,0,6,17,0.5,667.3,0,9.3
16526,2,4,19,29.9,723.2,1,33.1
12601,6,12,5,1.7,326.9,1,11.0
16606,0,3,20,10.4,702.2,1,8.6
12601,2,11,7,7.6,343.8,1,0.3
12625,3,2,6,3.4,702.4,1,4.5
66303,6,10,7,30.0,539.1,0,39.3
16604,3,10,10,5.8,699.8,1,4.4
16334,5,2,11,2.6,315.9,1,3.5
12076,0,6,4,6.5,42.3,1,5.7
12626,3,3,10,7.4,583.4,1,19.2
16629,0,1,20,6.8,712.7,1,7.5
16604,3,4,12,18.6,439.7,1,8.2
12626,1,4,23,4.4,193.5,1,0.0
16525,6,2,19,9.3,731.1,1,0.6
16650,6,4,14,7.6,353.6,1,9.2
12082,1,9,5,12.3,443.5,1,10.2
16525,5,4,20,9.7,184.0,1,19.2
12625,6,4,11,6.3,498.0,1,8.9
16336,5,7,22,1.7,347.5,1,0.0
66304,6,10,21,22.8,709.6,0,21.0
12626,3,3,9,9.2,64.7,1,12.9
16525,4,9,22,9.9,714.7,1,5.2
16329,1,4,4,7.7,238.4,1,6.5
56361,0,12,13,11.0,577.9,0,13.2
16604,6,8,19,13.7,723.8,1,17.2
12601,4,8,12,68.0,384.1,1,81.4
16604,6,12,16,1.9,534.2,1,7.0
16650,2,5,5,7.7,758.0,1,6.4
16329,1,12,12,6.4,138.9,1,0.0
12602,2,8,8,18.0,542.6,1,19.9
16650,2,11,15,5.5,331.5,1,3.7
12076,5,8,8,8.5,702.9,1,14.0
66301,1,1,14,11.9,244.7,0,3.1
66303,6,8,6,42.4,691.8,0,48.9
16334,0,12,17,2.4,256.8,1,0.1
16334,0,5,9,1.3,434.4,1,5.8
12082,0,6,21,6.1,33.3,1,5.4
66304,3,1,8,23.1,333.2,0,31.7
66304,5,2,17,1.6,466.3,0,12.6
12601,6,7,23,8.4,484.0,1,0.9
12626,3,12,16,4.6,350.1,1,17.0
66302,3,6,19,13.3,354.9,0,16.7
16604,6,1,12,10.4,355.2,1,6.6
66302,0,7,20,17.1,336.7,0,14.8
12076,6,10,8,0.8,679.8,1,0.0
12601,4,9,17,4.2,400.1,1,0.0
12076,4,9,18,3.5,240.4,1,6.3
66302,1,7,10,42.0,705.1,0,82.3
12602,2,10,6,6.4,83.5,1,6.5
66301,5,1,19,36.3,67.1,0,32.3
12431,1,3,6,4.0,599.1,1,2.7
16606,5,1,14,5.6,198.2,1,12.7
16329,3,7,8,18.7,68.7,1,13.2
66304,2,6,21,36.3,293.5,0,37.6
16606,4,12,9,5.2,541.2,1,8.3
12431,2,9,17,45.7,439.6,1,51.4
12082,6,3,6,13.5,459.2,1,12.7
56361,0,3,9,11.5,610.0,0,15.7
16329,1,8,15,24.0,575.7,1,23.3
56361,0,5,14,16.9,526.6,0,13.8
12431,2,1,18,0.0,146.4,1,2.2
16336,6,3,5,5.2,587.4,1,4.3
56361,2,2,6,0.0,132.5,0,5.5
66302,4,12,6,0.0,181.5,0,0.0
12625,2,8,6,3.2,785.6,1,3.0
12626,1,4,14,0.5,147.5,1,1.5
12076,2,8,23,13.1,709.5,1,6.7
12625,5,10,20,3.3,92.8,1,3.9
16525,3,9,23,5.8,557.2,1,0.5
16604,0,9,8,30.0,482.3,1,27.6
16604,4,6,9,50.6,231.8,1,54.3
12625,3,3,21,9.8,687.8,1,10.2
12626,4,12,7,20.5,359.2,1,29.2
16336,5,4,7,11.0,633.9,1,7.7
56362,2,7,4,30.3,721.8,0,41.7
12431,3,6,5,11.0,155.8,1,5.2
16526,5,11,22,0.5,570.6,1,0.0
16336,6,8,14,6.2,778.0,1,7.4
12601,0,2,22,2.4,99.0,1,3.2
16334,6,6,9,7.0,582.1,1,15.8
56362,5,6,17,10.1,58.0,0,3.7
12602,1,9,11,5.5,164.6,1,18.3
66301,6,10,6,37.7,123.5,0,23.4
56361,6,8,21,9.2,760.5,0,12.6
16604,5,11,5,1.3,706.4,1,0.8
12626,2,9,17,7.0,410.7,1,2.1
12601,4,7,13,15.7,404.7,1,24.6
12431,5,7,6,12.4,343.0,1,9.4
16336,5,4,5,10.7,708.7,1,11.7
66301,4,4,18,26.7,59.2,0,29.4
66301,5,5,18,15.7,319.8,0,15.9
56362,6,9,13,17.5,273.5,0,14.3
16329,6,7,8,8.4,645.7,1,12.4
16525,1,10,18,21.5,101.7,1,16.8
56362,5,11,15,5.9,160.3,0,3.4
16334,5,3,16,8.9,628.5,1,5.2
16604,4,10,18,31.1,349.5,1,49.9
12076,5,8,11,23.4,155.9,1,28.0
16336,1,8,16,7.0,569.8,1,9.5
16329,6,11,5,2.3,431.6,1,0.0
16650,6,8,6,13.6,601.8,1,9.3
66302,3,2,10,10.4,347.1,0,9.3
12431,1,4,11,9.5,691.2,1,20.5
12625,0,6,22,5.5,152.4,1,7.5
56362,1,10,14,17.9,704.0,0,16.4
16629,5,7,5,6.9,488.4,1,2.3
16334,0,9,23,8.9,273.3,1,22.1
56361,1,6,12,24.0,737.0,0,30.4
56362,1,5,7,13.6,615.3,0,23.2
12602,4,11,22,6.9,526.8,1,2.3
56361,2,1,12,36.0,88.3,0,38.1
12076,3,8,8,10.8,731.3,1,12.7
66301,3,3,18,4.3,301.3,0,10.9
12602,6,12,6,0.0,293.8,1,3.4
16604,5,7,12,5.5,405.6,1,2.1
16346,0,1,8,24.4,356.8,1,34.7
12076,0,5,6,5.7,36.6,1,6.1
16334,6,7,21,0.0,314.2,1,4.0
66301,4,6,20,93.2,485.4,0,79.4
12431,5,4,11,5.8,250.1,1,1.2
12601,1,6,7,5.4,109.8,1,0.0
66304,3,6,20,10.5,381.1,0,9.6
16629,0,10,10,14.1,737.1,1,10.7
66303,3,8,17,3.3,691.0,0,0.0
66301,2,5,15,9.1,592.0,0,17.8
16629,3,9,19,11.3,531.1,1,4.2
12431,2,11,11,27.8,637.2,1,18.4
12602,1,12,13,11.0,617.2,1,11.4
56361,3,9,8,26.9,332.6,0,27.8
16346,3,2,22,4.3,52.0,1,0.0
16346,0,1,17,13.1,708.8,1,18.2
16336,1,5,22,2.0,439.6,1,6.4
66302,4,5,23,18.8,530.8,0,26.9
16346,0,6,9,11.4,743.3,1,16.9
16604,2,7,13,5.2,634.8,1,7.1
16525,3,6,19,29.1,97.1,1,27.4
12082,4,12,20,2.9,486.3,1,5.9
56362,0,2,21,26.0,523.5,0,32.0
12626,3,10,19,12.8,602.0,1,25.3
12601,6,9,10,1.1,657.0,1,4.9
66302,1,4,5,11.2,93.8,0,12.3
16329,2,8,22,6.0,772.1,1,7.4
56362,2,8,17,36.6,330.6,0,29.3
66301,2,12,23,67.6,289.0,0,66.8
16629,2,3,15,5.0,464.2,1,6.2
16606,0,3,15,0.2,421.4,1,3.1
66301,4,3,21,14.5,327.6,0,9.4
12626,0,11,8,6.9,596.2,1,2.7
16525,4,7,8,7.7,332.7,1,0.5
16336,1,11,18,3.4,564.3,1,8.2
16329,5,2,21,9.9,675.6,1,23.4
66304,6,2,13,17.2,487.1,0,19.9
16650,1,11,16,20.7,319.1,1,23.3
66303,0,8,13,6.7,614.7,0,0.5
12601,5,9,23,7.4,631.0,1,5.8
16336,2,7,12,3.7,435.1,1,10.3
66302,3,10,19,14.3,326.8,0,20.1
16606,0,11,13,9.2,203.5,1,1.5
16604,4,12,7,19.5,259.8,1,19.0
12431,3,4,14,3.1,720.6,1,6.2
66304,6,1,14,38.1,331.5,0,19.4
16336,2,6,10,3.2,417.9,1,0.0
66304,3,10,16,33.0,280.1,0,52.6
16604,1,12,16,6.9,448.8,1,0.0
12082,1,6,8,26.4,483.1,1,22.0
16629,0,1,16,8.0,717.3,1,18.7
16346,6,6,4,1.7,43.1,1,8.1
16629,6,3,5,18.2,196.0,1,21.0
66304,4,10,17,57.6,329.4,0,82.3
12602,4,12,12,17.6,245.0,1,12.9
12626,4,9,22,12.4,409.4,1,22.1
16329,0,11,19,7.3,547.0,1,12.8
16329,1,7,19,21.5,116.5,1,14.4
16346,0,2,19,5.2,633.6,1,2.2
16346,1,4,6,13.8,175.6,1,27.2
12602,1,4,21,1.7,633.4,1,11.4
12076,6,1,13,3.0,274.2,1,4.7
12602,4,9,23,46.0,797.7,1,44.1
16525,0,4,18,10.4,536.5,1,7.6
16334,0,12,21,19.1,275.2,1,18.4
16346,4,1,22,7.0,698.7,1,9.8
66302,1,3,8,10.1,746.5,0,5.3
16525,5,6,4,5.2,706.9,1,3.1
12601,5,12,7,5.2,30.1,1,6.6
12626,5,7,19,20.3,241.6,1,29.3
12625,2,11,17,0.0,371.7,1,11.3
16604,3,2,8,13.6,754.3,1,15.0
12076,3,7,4,4.2,40.3,1,9.9
56361,2,2,19,7.0,93.0,0,6.0
16650,4,7,8,13.4,618.7,1,27.2
16329,5,1,14,37.8,780.5,1,45.6
12625,1,1,4,5.2,756.3,1,7.2
12602,6,1,9,20.3,777.2,1,27.3
56362,0,3,7,23.1,778.1,0,22.2
16629,5,5,8,13.0,737.0,1,18.8
12431,5,6,23,8.6,442.5,1,12.7
16526,3,11,8,6.9,686.4,1,11.3
16329,4,11,22,4.0,758.2,1,0.0
16336,1,1,9,6.7,390.4,1,7.6
16525,5,1,6,15.8,716.1,1,16.9
16336,4,5,7,0.9,181.7,1,0.0
16329,6,6,20,17.5,200.7,1,19.9
16329,6,7,12,12.5,182.2,1,20.1
12625,2,6,23,1.6,678.5,1,6.8
66301,1,9,23,14.9,774.4,0,14.6
66302,0,1,12,17.5,197.1,0,18.9
16629,2,3,11,18.6,27.6,1,15.7
16329,5,12,14,3.9,730.1,1,0.2
16346,1,4,17,8.1,340.7,1,6.5
16336,1,11,8,3.0,731.0,1,0.0
66302,3,6,10,10.1,334.8,0,11.7
16629,2,2,23,2.9,148.5,1,0.0
66303,3,7,18,27.9,778.0,0,38.7
56362,4,9,11,66.5,621.4,0,86.5
12082,3,5,15,7.1,186.8,1,5.7
12602,0,7,5,7.2,371.3,1,5.4
12076,1,5,15,18.2,335.6,1,28.7
16346,5,4,12,9.8,569.6,1,6.7
16604,3,3,16,16.8,247.8,1,11.9
66303,4,12,6,32.0,160.4,0,32.8
56361,4,11,4,12.9,691.9,0,13.9
66304,0,12,11,16.4,332.5,0,20.9
16336,6,3,7,8.3,698.6,1,11.0
16336,0,9,16,0.0,112.5,1,1.3
66304,6,7,15,10.8,583.1,0,5.5
12082,0,8,12,10.1,288.4,1,7.8
16346,5,11,11,5.5,416.8,1,0.0
12431,3,12,17,10.7,747.2,1,21.9
16604,3,11,22,10.5,778.6,1,4.4
12626,4,5,4,15.0,387.3,1,17.7
56362,1,5,17,9.8,678.2,0,17.5
56362,6,1,18,5.3,276.4,0,17.2
16334,5,3,6,8.5,335.0,1,9.1
16604,4,11,7,37.3,108.5,1,32.0
16629,2,2,13,11.6,494.2,1,10.5
16336,5,4,6,6.0,258.8,1,13.8
12602,4,9,10,10.8,725.5,1,5.9
12431,4,1,17,5.2,135.4,1,1.0
12601,6,4,4,18.1,515.5,1,20.7
16629,3,12,9,6.1,750.7,1,2.8
12082,6,10,6,8.4,24.7,1,5.2
56361,5,4,9,0.0,143.2,0,0.0
12601,0,3,13,6.4,733.0,1,6.2
12082,5,6,10,31.1,469.0,1,20.2
16650,4,9,22,4.8,597.4,1,5.1
16346,2,10,16,6.9,252.5,1,7.3
66302,4,1,22,22.0,769.0,0,33.3
16526,0,6,20,8.7,24.5,1,8.2
16526,4,3,9,10.0,761.5,1,7.6
12076,5,3,19,12.2,472.5,1,7.4
16329,5,1,8,0.3,770.4,1,6.4
12626,1,3,11,19.1,92.3,1,20.6
56361,0,7,8,25.4,615.3,0,24.1
56361,3,12,12,52.1,727.0,0,63.5
16629,0,4,19,6.6,795.3,1,6.5
16346,1,5,12,12.3,763.3,1,20.1
12626,0,4,11,14.6,216.8,1,24.8
16526,0,2,4,11.3,708.9,1,12.1
16629,2,4,12,6.1,484.3,1,3.0
16629,1,6,22,16.6,497.5,1,35.3
16329,4,1,5,6.6,408.7,1,11.3
16336,6,4,16,3.6,711.7,1,10.6
16525,4,6,21,49.3,777.2,1,73.7
16629,3,9,19,0.0,100.7,1,5.3
16329,6,2,17,27.4,363.1,1,24.7
16334,0,9,19,59.6,786.0,1,50.1
56361,4,8,9,20.8,155.0,0,38.5
16525,3,2,6,42.7,681.8,1,38.2
16329,1,4,9,20.1,396.8,1,15.4
12082,0,10,8,14.4,690.6,1,19.2
16650,6,8,14,15.4,163.3,1,22.4
16650,4,10,13,11.0,476.7,1,13.3
16336,1,9,6,5.5,502.2,1,6.2
16526,6,8,8,9.7,262.3,1,16.3
12076,5,2,23,4.5,521.1,1,0.0
12076,2,1,7,8.3,602.7,1,5.8
16526,2,12,21,9.8,181.8,1,7.0
12626,5,4,11,0.0,667.8,1,4.7
16606,6,9,23,7.2,101.4,1,4.6
12082,1,4,6,0.0,606.6,1,1.8
16629,4,4,7,24.6,604.3,1,26.6
12625,1,9,17,12.6,226.3,1,11.5
16329,6,9,23,2.9,440.4,1,13.3
16336,4,8,15,7.0,195.4,1,13.3
16606,5,1,14,14.9,220.5,1,8.2
16334,5,5,8,9.0,686.7,1,11.9
12082,3,1,12,11.0,452.0,1,16.1
16526,4,5,14,7.1,319.7,1,7.9
16606,3,12,7,6.5,400.6,1,15.5
66302,4,5,12,5.1,423.2,0,4.0
16346,5,3,20,15.2,586.2,1,11.9
66303,6,1,7,34.0,219.9,0,31.3
12076,5,5,4,1.0,211.5,1,8.8
66302,1,10,7,24.1,14.6,0,39.9
16629,4,5,23,6.7,329.9,1,7.3
12076,0,12,13,9.9,255.2,1,2.4
12431,2,6,5,11.6,247.8,1,8.6
66301,2,9,19,49.8,339.3,0,49.6
12626,3,7,15,6.1,56.5,1,7.6
16525,0,12,6,6.1,516.7,1,6.3
12082,5,8,17,2.6,282.9,1,5.9
16329,3,6,15,8.3,87.2,1,11.3
12602,6,4,20,8.0,430.6,1,11.4
16334,3,9,14,3.9,346.6,1,1.6
12082,0,8,23,5.5,612.4,1,11.0
12082,1,7,14,10.0,559.5,1,9.4
16526,0,5,8,5.9,202.4,1,3.9
56361,0,9,23,51.3,443.7,0,44.7
66304,2,7,14,14.9,143.6,0,10.6
16336,4,3,8,23.2,95.5,1,12.8
16346,0,4,17,15.6,444.8,1,13.3
12431,0,8,9,17.9,230.3,1,17.6
12601,1,2,7,14.3,769.9,1,16.7
56361,0,8,4,0.3,564.1,0,15.0
16604,2,8,15,26.3,676.9,1,37.0
16329,3,11,4,2.3,398.8,1,9.5
16650,5,12,13,7.0,356.8,1,8.4
66302,2,12,22,15.9,726.5,0,16.6
66302,1,2,19,16.3,642.8,0,23.9
12602,6,3,17,8.4,230.6,1,5.8
16346,1,5,20,14.2,754.6,1,11.3
16525,1,3,5,17.7,109.9,1,6.3
16606,0,10,7,4.6,194.5,1,9.6
16629,3,1,8,9.4,473.7,1,3.5
12076,1,11,10,23.1,685.1,1,27.7
12082,1,1,14,9.2,698.0,1,5.8
16336,1,4,7,0.9,344.2,1,0.0
12626,0,1,19,17.3,339.2,1,15.8
12602,1,9,19,18.7,492.5,1,19.0
66304,5,9,14,21.8,719.1,0,29.3
16334,3,2,6,17.1,779.7,1,22.6
16346,4,4,18,7.6,405.5,1,3.2
56362,5,3,21,5.0,253.1,0,5.4
16650,4,2,14,9.2,303.6,1,4.7
56361,3,4,16,37.5,576.1,0,59.7
12082,1,3,5,4.0,109.6,1,0.0
12602,4,3,11,8.0,647.2,1,3.1
12076,1,5,4,18.5,269.6,1,11.6
66302,0,8,10,17.8,331.8,0,22.4
12626,2,10,13,0.0,191.7,1,0.0
12602,0,3,8,7.9,26.1,1,4.6
12082,4,6,8,17.4,249.3,1,11.5
16606,0,9,19,16.3,165.5,1,14.9
12602,5,11,15,0.0,298.2,1,1.1
12601,6,5,18,0.0,141.3,1,6.6
12626,1,10,21,15.0,738.7,1,9.6
12601,2,1,6,3.2,344.8,1,5.6
66304,3,2,19,23.8,362.3,0,17.5
16336,0,1,23,7.8,533.4,1,9.0
12625,5,9,12,65.4,245.1,1,50.6
16650,5,3,4,16.8,391.2,1,17.8
16629,4,4,7,24.4,211.4,1,32.5
16650,6,8,21,26.0,150.9,1,28.8
12625,3,11,10,11.1,644.6,1,11.9
66301,4,5,4,14.0,788.2,0,3.8
16604,1,1,15,6.3,576.4,1,6.6
66304,4,11,9,5.1,663.3,0,11.6
12601,4,6,5,3.3,528.4,1,0.7
66303,1,5,19,8.4,696.7,0,0.0
12082,5,6,21,11.9,366.1,1,10.9
16526,5,7,19,9.4,68.9,1,8.1
16629,4,2,17,15.0,686.9,1,19.3
66302,2,4,18,51.2,148.4,0,62.8
12082,0,3,4,13.2,113.4,1,13.2
16650,2,1,4,24.6,17.3,1,31.1
66302,6,5,22,23.3,591.6,0,17.5
12625,1,11,22,6.3,519.0,1,10.6
16336,4,2,9,10.0,755.9,1,8.0
12625,6,8,12,36.5,169.6,1,39.4
66302,6,9,4,7.4,640.2,0,0.0
12076,2,3,23,16.9,189.8,1,10.8
16629,2,11,11,0.1,73.9,1,0.0
56362,3,4,9,51.9,152.4,0,52.2
12626,4,4,12,20.0,779.6,1,21.8
16336,4,5,17,14.8,321.3,1,24.8
12601,5,7,6,20.5,734.4,1,12.8
12082,4,12,12,19.7,780.8,1,27.3
12626,4,3,12,40.2,180.1,1,39.9
16526,2,8,14,11.4,704.6,1,5.1
12076,2,9,21,8.3,225.9,1,4.5
66301,0,5,23,26.4,478.8,0,30.3
66304,3,8,7,44.7,563.4,0,77.5
12082,5,9,20,12.4,656.9,1,24.2
66302,2,7,18,34.5,346.3,0,31.8
12625,5,5,9,9.2,584.3,1,1.6
16346,2,8,14,10.5,787.6,1,7.5
12076,4,3,18,8.4,384.2,1,10.3
66302,4,7,4,10.4,538.6,0,11.6
56361,4,3,18,16.4,609.0,0,18.1
16606,3,5,20,6.7,252.1,1,0.0
56361,1,5,14,8.2,409.0,0,1.5
16346,2,8,11,10.8,84.4,1,24.6
12625,0,1,10,6.5,40.3,1,2.2
16604,6,10,19,19.3,22.4,1,35.6
16329,0,7,22,17.1,295.3,1,16.7
66304,5,1,13,4.7,706.2,0,2.2
16629,4,5,23,11.8,416.5,1,15.4
56361,1,8,9,13.4,145.5,0,17.8
66303,4,6,11,12.4,397.1,0,15.3
16346,0,8,6,5.5,660.1,1,11.4
16604,4,2,16,29.1,437.3,1,21.9
16329,5,7,19,9.2,334.5,1,1.4
16329,5,8,18,8.3,312.2,1,8.6
66303,6,11,10,5.2,639.0,0,0.0
66303,6,6,14,8.9,439.3,0,15.3
12076,0,7,17,6.2,379.2,1,0.3
16334,6,7,13,36.8,798.0,1,35.0
12431,4,5,12,29.0,210.9,1,19.4
16526,4,12,12,15.5,510.9,1,16.6
16604,5,2,23,7.2,668.8,1,4.1
12602,4,4,13,9.4,611.2,1,10.5
16346,6,6,11,4.4,542.2,1,11.8
56361,0,1,15,32.9,266.6,0,29.3
16604,3,2,19,16.9,418.8,1,29.9
16650,3,5,7,7.8,139.2,1,0.0
66302,4,1,14,10.8,726.4,0,9.0
16606,0,1,4,6.9,88.4,1,3.9
12602,4,6,12,4.4,92.3,1,5.5
16525,0,2,13,14.6,657.1,1,22.8
16336,6,6,8,1.1,91.8,1,5.4
16629,4,7,14,1.3,365.9,1,2.4
16346,3,7,17,9.5,662.8,1,10.4
12625,2,2,13,10.7,84.4,1,19.8
56362,4,1,17,16.8,625.4,0,26.7
16334,5,2,16,7.6,526.4,1,0.0
12602,5,2,8,10.0,99.5,1,15.6
66301,6,12,5,3.7,249.3,0,7.7
16336,3,5,9,5.5,116.6,1,11.0
12602,3,5,13,4.1,536.0,1,6.2
16650,6,2,18,0.0,104.1,1,8.8
16525,1,9,11,3.3,510.8,1,10.8
12602,0,9,4,22.4,755.7,1,34.4
16604,2,9,22,17.0,769.8,1,20.4
12625,1,5,23,5.0,76.1,1,9.5
16346,4,9,8,4.9,356.2,1,12.0
12626,2,10,18,2.0,764.0,1,5.7
12076,3,3,8,15.7,603.9,1,23.6
16525,2,2,15,9.6,417.6,1,11.7
12076,4,3,16,4.6,187.8,1,4.1
12602,2,9,19,0.0,16.6,1,4.3
16346,1,10,12,5.8,573.8,1,9.1
16336,4,11,6,3.5,334.1,1,9.3
12082,4,7,11,7.2,772.9,1,12.6
12431,4,5,22,11.6,660.6,1,16.7
12602,2,10,19,19.6,761.4,1,29.9
16336,1,2,16,1.4,124.7,1,14.9
66302,0,11,10,23.5,697.9,0,28.8
16329,3,3,12,9.4,182.5,1,9.9
12602,5,4,7,0.0,34.9,1,0.0
16604,2,8,20,7.8,604.0,1,8.0
12626,6,12,20,3.2,106.6,1,0.0
66303,3,2,6,10.5,441.2,0,6.8
66301,3,12,8,28.7,716.6,0,37.6
56362,1,7,8,52.3,322.2,0,56.3
66301,3,11,5,5.3,463.7,0,7.6
66304,3,5,19,12.6,294.5,0,9.0
66302,3,6,15,44.8,65.2,0,60.1
16650,5,8,12,8.4,620.1,1,8.8
12602,6,11,10,11.8,354.3,1,2.5
66302,5,5,13,15.5,402.0,0,13.0
16629,4,9,10,24.5,611.6,1,44.1
16346,1,3,13,2.0,298.6,1,0.0
12601,2,7,21,2.1,586.3,1,0.6
66304,1,8,7,121.1,114.7,0,144.5
16329,6,10,15,8.4,562.4,1,6.8
56361,6,12,16,26.1,769.4,0,29.1
16629,0,1,8,17.1,774.1,1,8.5
66302,0,2,9,40.9,86.7,0,41.5
12601,0,10,13,2.7,374.9,1,1.1
16606,3,3,23,20.5,485.8,1,32.2
16346,6,1,10,7.5,477.4,1,8.9
66304,5,3,22,3.2,468.6,0,7.0
66304,3,4,20,6.3,72.8,0,3.0
16525,1,8,17,5.9,490.4,1,13.6
56361,2,12,4,21.0,703.7,0,18.9
66304,0,8,16,24.1,743.8,0,32.0
16346,0,7,13,11.4,124.9,1,12.2
12082,2,8,15,14.2,450.6,1,29.1
12626,5,10,21,8.9,53.4,1,9.4
66304,0,12,16,6.0,259.6,0,23.6
16650,5,6,16,22.4,11.3,1,24.6
16526,4,3,6,2.4,26.5,1,10.1
16336,4,1,13,7.1,615.8,1,16.0
66303,1,4,9,41.3,97.8,0,44.9
12625,2,12,11,5.4,748.7,1,10.5
16604,2,5,11,7.1,691.5,1,4.5
12076,6,4,22,4.5,639.9,1,1.2
16525,1,2,6,11.3,274.5,1,12.2
12602,0,12,13,10.4,645.9,1,21.4
12626,5,8,21,15.8,402.5,1,12.3
12626,0,8,17,2.2,592.8,1,10.1
16650,2,7,21,19.5,654.8,1,18.5
16336,2,3,12,14.3,269.5,1,7.2
16629,6,12,7,2.0,43.1,1,1.0
16526,4,12,11,6.9,697.0,1,10.3
12626,5,2,19,5.6,200.9,1,11.2
56362,0,7,6,6.6,724.1,0,16.0
16526,2,6,7,13.9,312.1,1,6.6
12602,6,4,11,13.4,506.7,1,21.4
12601,1,1,9,2.8,45.1,1,2.6
16329,4,8,19,20.3,199.5,1,14.4
16336,6,5,7,11.8,386.1,1,2.8
56361,6,4,12,5.0,747.0,0,15.7
12082,0,6,21,19.5,697.1,1,8.3
12076,1,4,6,9.9,365.4,1,14.8
56362,3,10,4,0.0,169.2,0,0.0
66303,2,11,9,10.8,458.0,0,1.2
16604,4,12,6,22.7,750.7,1,17.6
16334,5,2,16,6.7,604.6,1,2.6
16606,6,1,18,6.7,276.5,1,7.1
12601,3,6,7,2.9,14.6,1,0.0
16334,2,6,23,5.3,614.3,1,14.8
66304,2,3,19,20.4,384.9,0,24.5
16526,6,1,16,17.8,363.2,1,13.9
16336,1,5,6,12.7,509.6,1,0.0
66303,6,10,22,33.5,668.9,0,26.9
66302,2,1,11,2.6,629.1,0,10.9
16525,5,11,11,15.4,741.7,1,7.6
16346,6,11,18,33.9,605.2,1,40.5
16525,5,11,14,2.5,764.5,1,9.8
66301,5,12,19,17.6,386.7,0,41.0
66302,2,9,14,11.1,409.7,0,22.1
16346,4,8,8,5.2,671.2,1,0.0
16606,5,9,23,9.9,733.3,1,16.4
16650,4,3,16,43.2,360.9,1,44.6
12082,2,7,23,0.2,187.1,1,7.7
56362,4,11,8,14.2,268.1,0,14.5
16650,6,7,23,16.8,309.6,1,23.7
12431,2,2,16,5.7,249.3,1,4.7
12082,6,11,11,2.0,569.8,1,0.0
16525,3,10,9,2.9,196.1,1,8.9
56362,2,10,17,0.0,58.9,0,8.5
56362,2,11,19,13.8,661.3,0,13.9
16526,2,3,16,10.5,632.3,1,9.4
16336,4,2,17,42.9,767.6,1,24.9
16525,0,10,12,10.3,127.5,1,7.6
16629,5,12,12,8.2,590.0,1,19.5
16334,6,5,22,5.7,483.1,1,3.0
12602,3,10,14,6.2,46.7,1,0.0
16650,0,11,17,17.8,73.1,1,14.2
16650,4,1,15,6.0,667.0,1,0.9
16629,0,2,21,19.4,758.6,1,14.8
66304,2,3,4,3.7,518.8,0,3.5
16346,0,8,18,8.4,218.0,1,15.4
12625,2,7,13,2.0,485.9,1,5.7
16329,1,8,15,18.7,306.4,1,18.0
12076,2,9,20,17.6,489.4,1,17.2
12602,5,3,20,37.7,598.7,1,30.4
66303,4,9,18,0.0,270.6,0,2.1
12626,0,8,18,5.5,421.1,1,7.6
12082,4,1,19,0.0,627.3,1,11.2
12431,4,6,15,39.0,640.3,1,54.8
66304,0,5,18,30.2,709.8,0,24.1
16346,4,10,16,6.2,527.9,1,0.0
66303,5,7,7,20.6,42.6,0,29.6
